name,id1,birth_date,birth_city,birth_state,birth_country,bats,throws,height_in,weight_lbs,hall_of_fame,seasons_played,career_ops,career_g,career_ab,career_h,career_hr,career_rbi,career_bb,career_war,tie_lahman_id,tie_name,relation
Deven Marrero,marrd001,1990-08-25,Miami,FL,USA,R,R,72,190,,7,0.524,178,341,65,6,38,26,-0.42,marre001,Eli Marrero,Nephew
Dick Allen,alled101,1942-03-08,Wampum,PA,USA,R,R,71,187,HOF,10,0.893,1153,4070,1145,239,754,610,30.79,aller101,Ron Allen,Brother
Dick Allen,alled101,1942-03-08,Wampum,PA,USA,R,R,71,187,HOF,10,0.893,1153,4070,1145,239,754,610,30.79,alleh104,Hank Allen,Brother
Dick Davis,david101,1953-09-25,Long Beach,CA,USA,R,R,75,190,,6,0.838,403,1217,323,27,141,50,-3.09,cabee001,Enos Cabell,Cousin
Dick Dietz,dietd001,1941-09-18,Crawfordsville,IN,USA,R,R,73,195,,6,0.831,577,1686,450,62,282,356,12.33,demes101,,Grandson
Dick Schofield,schod001,1935-01-07,Springfield,IL,USA,B,R,69,163,,4,0.692,296,580,128,5,49,75,2.21,wertj001,Jayson Werth,Uncle
Dick Schofield,schod001,1935-01-07,Springfield,IL,USA,B,R,69,163,,4,0.692,296,580,128,5,49,75,2.21,schod101,,Son
Dick Smith,smitd003,1944-08-25,Lincolnton,NC,USA,R,R,77,200,,1,0.349,21,28,3,0,0,4,-0.33,smitd007,Dwight Smith,Father
Didi Gregorius,gregd101,1990-02-18,Amsterdam,North Holland,Netherlands,L,R,75,205,,11,0.728,1077,3893,999,134,530,254,17.29,gregv101,,Brother
Dmitri Young,yound003,1973-10-11,Vicksburg,MS,USA,B,R,74,295,,13,0.825,1364,4762,1389,171,683,407,12.23,yound001,Don Young,Brother
Doc Edwards,edwad101,1936-12-10,Red Jacket,WV,USA,R,R,74,215,,1,0.582,35,78,21,0,6,4,-0.47,edwam101,Marshall Edwards,Brother
Doc Edwards,edwad101,1936-12-10,Red Jacket,WV,USA,R,R,74,215,,1,0.582,35,78,21,0,6,4,-0.47,edwam102,Mike Edwards,Brother
Domingo Cedeno,ceded001,1968-11-04,La Romana,La Romana,D.R.,B,R,73,170,,7,0.813,429,1219,306,15,121,83,-2.15,cedea001,Andujar Cedeno,Brother
Dominic Fletcher,fletd003,1997-09-02,Orange,CA,USA,L,L,66,185,,3,0.605,112,348,81,4,33,20,0.61,fletd002,David Fletcher,Brother
Don Buford,bufod001,1937-02-02,Linden,TX,USA,B,R,67,160,,5,0.789,665,2341,632,67,252,420,19.24,bufod101,Damon Buford,Son
Don Kelly,kelld001,1980-02-15,Butler,PA,USA,L,R,76,215,,9,0.628,585,1098,252,23,98,92,-0.16,walkn001,Neil Walker,Brother-in-Law
Don Kelly,kelld001,1980-02-15,Butler,PA,USA,L,R,76,215,,9,0.628,585,1098,252,23,98,92,-0.16,walkt103,Tony Walker,Son-in-Law
Don Kessinger,kessd101,1942-07-17,Forrest City,AR,USA,B,R,73,170,,12,0.666,1673,6217,1587,13,428,605,9.98,kessk001,Keith Kessinger,Father
Don Kessinger,kessd101,1942-07-17,Forrest City,AR,USA,B,R,73,170,,12,0.666,1673,6217,1587,13,428,605,9.98,kessg001,Grae Kessinger,Grandfather
Don Money,moned101,1947-06-07,Washington,DC,USA,R,R,73,170,,16,0.734,1720,6215,1623,176,729,600,36.47,kennb002,Buddy Kennedy,Grandfather
Don Reynolds,reynd101,1953-04-16,Arkadelphia,AR,USA,R,R,68,178,,2,0.644,87,132,32,0,16,22,-0.29,reynh001,Harold Reynolds,Brother
Don Wert,wertd101,1938-07-29,Strasburg,PA,USA,R,R,70,162,,4,0.593,430,1362,283,32,122,134,-1.04,wertj001,Jayson Werth,Step Father
Don Young,yound001,1945-10-18,Houston,TX,USA,R,R,74,185,,1,0.714,101,272,65,6,27,38,0.9,yound003,Dmitri Young,Brother
Donell Nixon,nixod001,1961-12-31,Evergreen,NC,USA,R,R,73,185,,4,0.671,208,396,109,4,35,35,1.39,nixoo001,Otis Nixon,Brother
Donovan Solano,solad001,1987-12-17,Barranquilla,Atlántico,Colombia,R,R,68,210,,12,0.712,987,2901,805,43,300,199,7.47,solaj002,Jhonatan Solano,Brother
Donzell McDonald,mcdod002,1975-02-20,Long Beach,CA,USA,B,R,71,180,,2,0.58,15,25,5,0,1,4,-0.31,mcdod001,Dave McDonald,Brother
Doug Adams,adamd102,1943-01-27,Blue River,WI,USA,L,R,75,185,,1,0.481,8,14,3,0,1,1,-0.1,adamb103,Bob Adams,Brother
Doug Adams,adamd102,1943-01-27,Blue River,WI,USA,L,R,75,185,,1,0.481,8,14,3,0,1,1,-0.1,adamm102,Mike Adams,Uncle
Doug Baker,baked003,1961-04-03,Fullerton,CA,USA,B,R,69,165,,7,0.537,136,246,51,0,22,18,-0.47,baked002,Dave Baker,Son
Doug Camilli,camid101,1936-09-22,Philadelphia,PA,USA,R,R,71,195,,1,0.666,1,3,1,0,0,0,0.01,camid102,,Son
Doug Clarey,clard004,1954-04-20,Los Angeles,CA,USA,R,R,72,180,,1,1.25,9,4,1,1,2,0,0.0,naylb001,Bo Naylor,Cousin
Doug Clarey,clard004,1954-04-20,Los Angeles,CA,USA,R,R,72,180,,1,1.25,9,4,1,1,2,0,0.0,naylj001,Josh Naylor,Cousin
Doug Howard,howad001,1948-02-06,Salt Lake City,UT,USA,R,R,75,185,,5,0.497,97,217,46,1,22,7,-1.28,howab101,,Son
Drew Butera,buted001,1983-08-09,Evansville,IN,USA,R,R,73,212,,12,0.664,556,1337,262,19,123,88,-5.67,butes001,Sal Butera,Son
Drew Ellis,ellid003,1995-12-01,Louisville,KY,USA,R,R,75,205,,3,0.651,47,108,17,3,10,17,-1.12,ellir001,Rob Ellis,Son
Duane Kuiper,kuipd001,1950-06-19,Racine,WI,USA,L,R,72,175,,12,0.641,1057,3379,917,1,263,248,4.15,bosmd101,,Cousin
Duane Walker,walkd101,1957-03-13,Pasadena,TX,USA,L,L,72,185,,5,0.806,392,861,197,24,99,103,0.41,walkh102,,Brother
Duane Walker,walkd101,1957-03-13,Pasadena,TX,USA,L,L,72,185,,5,0.806,392,861,197,24,99,103,0.41,walkd102,,Son
Duane Walker,walkd101,1957-03-13,Pasadena,TX,USA,L,L,72,185,,5,0.806,392,861,197,24,99,103,0.41,walke101,,Nephew
Dusty Baker,baked001,1949-06-15,Riverside,CA,USA,R,R,74,183,,19,0.779,2039,7117,1981,242,1013,762,37.0,baked101,Darren Baker,Brother
Dusty Brown,browd801,1982-06-19,Orange,CA,USA,R,R,72,195,,3,0.456,25,43,7,1,3,2,-0.29,browj109,Jake Brown,Nephew
Dusty Brown,browd801,1982-06-19,Orange,CA,USA,R,R,72,195,,3,0.456,25,43,7,1,3,2,-0.29,browp101,,Son
Dusty Wathan,wathd001,1973-08-22,Jacksonville,FL,USA,R,R,76,215,,1,1.467,3,5,3,0,1,0,0.15,wathj001,John Wathan,Son
Dwight Smith,smitd007,1963-11-08,Tallahassee,FL,USA,L,R,71,175,,8,0.842,813,1807,497,46,226,150,2.74,smitd003,Dick Smith,Son
Dylan Moore,moord001,1992-08-02,Newport Beach,CA,USA,R,R,72,205,,7,0.792,689,1653,340,63,198,202,7.49,brooh001,Hubie Brooks,Cousin
Ed Brinkman,brine101,1941-12-08,Cincinnati,OH,USA,R,R,72,170,,8,0.617,1089,3594,840,32,277,284,11.08,brinc101,Chuck Brinkman,Brother
Ed Crosby,crose101,1949-05-26,Long Beach,CA,USA,L,R,74,175,,6,0.616,297,677,149,0,44,55,-0.8,crosb002,Bubba Crosby,Father
Ed Herrmann,herre102,1946-08-27,San Diego,CA,USA,L,R,73,195,,10,0.755,920,2726,652,80,319,259,4.31,herrm102,,Grandson
Ed Jurak,jurae101,1957-10-24,Hollywood,CA,USA,R,R,74,185,,6,0.69,193,302,80,1,33,38,0.61,juraj101,,Brother
Ed Spiezio,spiee101,1941-10-31,Joliet,IL,USA,R,R,71,180,,5,0.753,451,1336,322,34,149,122,2.45,spies001,Scott Spiezio,Father
Ed Sprague,sprae001,1967-07-25,Castro Valley,CA,USA,R,R,74,215,,11,0.888,1203,4095,1010,152,558,358,5.38,sprae101,,Son
Ed Whited,white104,1964-02-09,Bristol,PA,USA,R,R,75,195,,1,0.465,36,74,12,1,4,6,-0.79,whitd102,Dan Whitmer,Cousin
Ed Whited,white104,1964-02-09,Bristol,PA,USA,R,R,75,195,,1,0.465,36,74,12,1,4,6,-0.79,whitw103,,Cousin
Eddie Milner,milne001,1955-05-21,Columbus,OH,USA,L,L,71,173,,9,0.709,804,2395,607,42,195,286,12.8,milnj101,John Milner,Cousin
Eddie Murray,murre001,1956-02-24,Los Angeles,CA,USA,B,R,74,190,HOF,21,0.884,3026,11336,3255,504,1917,1333,67.41,murrr101,Rich Murray,Brother
Eddie Perez,peree001,1968-05-04,Ciudad Ojeda,Zulia,Venezuela,R,R,73,175,,11,0.687,564,1525,386,40,172,84,1.83,peret001,Tony Perez,Son
Eddie Zambrano,zambe001,1966-02-01,Maracaibo,Zulia,Venezuela,R,R,74,175,,2,0.802,75,133,35,6,20,17,0.69,odorr801,,Brother-in-Law
Eddie Zambrano,zambe001,1966-02-01,Maracaibo,Zulia,Venezuela,R,R,74,175,,2,0.802,75,133,35,6,20,17,0.69,odorr001,Rougned Odor,Uncle
Edgar Diaz,diaze006,1964-02-08,Santurce,,P.R.,R,R,72,155,,2,0.629,91,231,62,0,14,22,-0.24,diaza004,Alex Diaz,Brother
Edgar Gonzalez,gonze003,1978-06-14,San Diego,CA,USA,R,R,72,182,,2,0.694,193,478,122,11,51,36,0.2,gonza003,Alex Gonzalez,Brother
Edgar Martinez,marte001,1963-01-02,New York,NY,USA,R,R,72,175,HOF,18,0.933,2055,7213,2247,309,1261,1283,68.42,martc001,Carmelo Martinez,Cousin
Edgard Clemente,cleme001,1975-12-15,Santurce,,P.R.,R,R,71,188,,3,0.689,114,257,64,8,32,9,-1.66,clemr101,,Nephew
Eduardo Escobar,escoe002,1989-01-05,Villa de Cura,Aragua,Venezuela,B,R,70,199,,13,0.979,1364,4691,1185,164,636,351,17.21,acunl001,Luisangel Acuña,Cousin
Eduardo Escobar,escoe002,1989-01-05,Villa de Cura,Aragua,Venezuela,B,R,70,199,,13,0.979,1364,4691,1185,164,636,351,17.21,acunr001,Ronald Acuña Jr.,Cousin
Eduardo Escobar,escoe002,1989-01-05,Villa de Cura,Aragua,Venezuela,B,R,70,199,,13,0.979,1364,4691,1185,164,636,351,17.21,campv001,,Cousin
Eduardo Escobar,escoe002,1989-01-05,Villa de Cura,Aragua,Venezuela,B,R,70,199,,13,0.979,1364,4691,1185,164,636,351,17.21,escoa003,Angel Escobar,Cousin
Eduardo Escobar,escoe002,1989-01-05,Villa de Cura,Aragua,Venezuela,B,R,70,199,,13,0.979,1364,4691,1185,164,636,351,17.21,escoj001,Jose Escobar,Son
Eduardo Escobar,escoe002,1989-01-05,Villa de Cura,Aragua,Venezuela,B,R,70,199,,13,0.979,1364,4691,1185,164,636,351,17.21,escok001,,Cousin
Edward Olivares,olive101,1996-03-06,Caracas,Distrito Capital,Venezuela,R,R,74,190,,5,0.776,285,886,225,29,96,57,-1.98,olivo001,,Father
Elehuris Montero,monte101,1998-08-17,Santo Domingo,Distrito Nacional,D.R.,R,R,75,235,,3,0.665,205,684,156,21,87,43,-1.74,monte901,,Father
Eli Marrero,marre001,1973-11-17,Havana,La Habana,Cuba,R,R,73,180,,10,0.803,724,1906,463,66,261,168,4.62,marrc001,Chris Marrero,Uncle
Eli Marrero,marre001,1973-11-17,Havana,La Habana,Cuba,R,R,73,180,,10,0.803,724,1906,463,66,261,168,4.62,marrd001,Deven Marrero,Uncle
Elliot Johnson,johne105,1984-03-09,Safford,AZ,USA,B,R,73,190,,5,0.787,318,749,161,12,69,54,2.4,johnc101,Chris Johnson,Brother
Ellis Burks,burke001,1964-09-11,Vicksburg,MS,USA,R,R,74,175,,18,0.934,2000,7232,2107,352,1206,793,51.8,browr001,Randy Brown,Cousin
Eloy Jimenez,jimee101,1996-11-27,Santo Domingo,Distrito Nacional,D.R.,R,R,76,240,,6,0.879,534,1966,528,95,298,138,4.47,jimem101,Manny Jimenez,Brother
Emilio Bonifacio,bonie001,1985-04-23,Santo Domingo,Distrito Nacional,D.R.,B,R,70,200,,12,0.866,834,2613,669,13,165,215,4.97,bonij002,Juan Bonilla,Brother
Enos Cabell,cabee001,1949-10-08,Fort Riley,KS,USA,R,R,76,170,,15,0.716,1688,5952,1647,60,596,259,12.52,david101,Dick Davis,Cousin
Enos Cabell,cabee001,1949-10-08,Fort Riley,KS,USA,R,R,76,170,,15,0.716,1688,5952,1647,60,596,259,12.52,landk001,Ken Landreaux,Cousin
Enrique Wilson,wilse104,1973-07-27,Santo Domingo,Distrito Nacional,D.R.,B,R,71,160,,9,0.855,555,1406,343,22,141,89,-6.4,wilsd103,Dan Wilson,Brother
Eric Anthony,anthe001,1967-11-08,San Diego,CA,USA,L,L,74,195,,9,0.78,682,1999,462,78,269,217,-1.03,daviw102,,Son
Eric Haase,haase101,1992-12-18,Westland,MI,USA,R,R,70,210,,8,0.789,383,1133,258,48,160,76,2.2,roofg101,Gene Roof,Cousin
Eric Haase,haase101,1992-12-18,Westland,MI,USA,R,R,70,210,,8,0.789,383,1133,258,48,160,76,2.2,roofp101,Phil Roof,Cousin
Eric Karros,karre001,1967-11-04,Hackensack,NJ,USA,R,R,76,205,,14,0.779,1755,6441,1724,284,1027,552,10.41,karrk001,Kyle Karros,Father
Eric Patterson,patte001,1983-04-08,Tallahassee,FL,USA,L,R,72,170,,5,1.04,226,508,110,10,50,57,-0.23,pattc001,Corey Patterson,Brother
Eric Young,youne001,1967-05-18,New Brunswick,NJ,USA,R,R,69,180,,15,0.883,1730,6119,1731,79,543,660,20.19,youne003,Ernie Young,Father
Erick Aybar,aybae001,1984-01-14,Bani,Peravia,D.R.,B,R,70,195,,12,0.74,1454,5175,1402,58,473,285,22.85,franw002,Wander Franco,Uncle
Erick Aybar,aybae001,1984-01-14,Bani,Peravia,D.R.,B,R,70,195,,12,0.74,1454,5175,1402,58,473,285,22.85,aybaw001,Willy Aybar,Brother
Erik Gonzalez,gonze101,1991-08-31,Puerto Plata,Puerto Plata,D.R.,R,R,75,205,,7,0.615,352,842,204,11,77,38,1.39,gonzm101,Marwin Gonzalez,Brother
Erik Johnson,johne102,1965-10-11,Oakland,CA,USA,R,R,71,175,,2,0.556,9,18,4,0,0,0,-0.19,johnd101,Davey Johnson,Father
Ernie Banks,banke101,1931-01-31,Dallas,TX,USA,R,R,73,180,HOF,4,0.736,416,1422,351,70,239,95,1.86,johnb101,Bob Johnson,Uncle
Ernie Riles,rilee001,1960-10-02,Cairo,GA,USA,L,R,73,180,,9,0.766,919,2504,637,48,284,244,8.02,harrw001,Willie Harris,Uncle
Ernie Whitt,white101,1952-06-13,Detroit,MI,USA,L,R,74,200,,15,0.734,1328,3774,938,134,534,436,18.25,whitj103,Jerry White,Uncle
Ernie Young,youne003,1969-07-08,Chicago,IL,USA,R,R,73,190,,8,0.688,288,796,179,27,90,90,-0.31,youne001,Eric Young,Son
Felipe Alou,alouf101,1935-05-12,Bajos de Haina,San Cristóbal,D.R.,R,R,72,195,,7,0.873,805,2837,801,43,281,168,9.7,alouj101,Jesus Alou,Brother
Felipe Alou,alouf101,1935-05-12,Bajos de Haina,San Cristóbal,D.R.,R,R,72,195,,7,0.873,805,2837,801,43,281,168,9.7,aloum101,Moises Alou,Brother
Felipe Alou,alouf101,1935-05-12,Bajos de Haina,San Cristóbal,D.R.,R,R,72,195,,7,0.873,805,2837,801,43,281,168,9.7,sosaj101,Juan Sosa,Cousin
Felipe Alou,alouf101,1935-05-12,Bajos de Haina,San Cristóbal,D.R.,R,R,72,195,,7,0.873,805,2837,801,43,281,168,9.7,aloum001,Matty Alou,Father
Felipe Alou,alouf101,1935-05-12,Bajos de Haina,San Cristóbal,D.R.,R,R,72,195,,7,0.873,805,2837,801,43,281,168,9.7,rojam801,,Father
Felipe Alou,alouf101,1935-05-12,Bajos de Haina,San Cristóbal,D.R.,R,R,72,195,,7,0.873,805,2837,801,43,281,168,9.7,rojam001,Miguel Rojas,Uncle
Felipe Crespo,cresf001,1973-03-05,Rio Piedras,,P.R.,B,R,71,195,,5,0.851,262,445,109,10,68,50,0.02,cresc001,Cesar Crespo,Brother
Fernando Tatis,tatif001,1975-01-01,San Pedro de Macoris,San Pedro de Macorís,D.R.,R,R,71,185,,11,0.921,949,3051,807,113,448,321,7.36,tatif002,Fernando Tatis Jr.,Father
Fernando Tatis Jr.,tatif002,1999-01-02,San Pedro de Macoris,San Pedro de Macorís,D.R.,R,R,75,217,,6,0.868,671,2603,720,152,393,293,27.34,tatif001,Fernando Tatis,Son
Floyd Robinson,robif102,1936-05-09,Prescott,AR,USA,L,R,69,175,,1,0.997,76,105,23,1,16,7,0.06,reynt101,Tommie Reynolds,Cousin
Fran Healy,healf101,1946-09-06,Holyoke,MA,USA,R,R,77,220,,9,0.723,470,1326,332,20,141,154,6.93,healf102,,Uncle
Francisco Lindor,lindf101,1993-11-14,Caguas,,P.R.,B,R,71,190,,11,0.817,1535,6086,1664,279,856,588,55.49,lindc102,,Father
Francisco Peña,penaf001,1989-10-12,Santiago,Santiago,D.R.,R,R,74,230,,5,0.559,86,190,41,5,13,8,-0.81,penar001,Roberto Peña,Nephew
Francisco Peña,penaf001,1989-10-12,Santiago,Santiago,D.R.,R,R,74,230,,5,0.559,86,190,41,5,13,8,-0.81,penat001,Tony Peña,Son
Francisco Peña,penaf001,1989-10-12,Santiago,Santiago,D.R.,R,R,74,230,,5,0.559,86,190,41,5,13,8,-0.81,penat002,,Brother
Frank Robinson,robif101,1935-08-31,Beaumont,TX,USA,R,R,73,183,HOF,9,0.971,1022,3424,939,183,587,564,33.71,robiw101,,Brother
Fred Kendall,kendf101,1949-01-31,Torrance,CA,USA,R,R,73,185,,12,0.597,877,2576,603,31,244,189,1.02,kendj001,Jason Kendall,Father
Fred McGriff,mcgrf001,1963-10-31,Tampa,FL,USA,L,L,75,200,HOF,19,1.0,2460,8757,2490,493,1550,1305,60.46,johnc002,Cliff Johnson,Cousin
Fred McGriff,mcgrf001,1963-10-31,Tampa,FL,USA,L,L,75,200,HOF,19,1.0,2460,8757,2490,493,1550,1305,60.46,mcgrt002,Terry McGriff,Cousin
Fred Whitfield,whitf102,1938-01-07,Vandiver,AL,USA,L,L,73,190,,3,0.623,165,260,56,7,40,28,0.13,whita102,Aaron Whitefield,Brother
Gabriel Guerrero,guerg001,1993-12-11,Nizao,Peravia,D.R.,R,R,75,215,,1,0.5,14,18,3,1,1,0,-0.05,guerv002,Vladimir Guerrero Jr.,Cousin
Gabriel Guerrero,guerg001,1993-12-11,Nizao,Peravia,D.R.,R,R,75,215,,1,0.5,14,18,3,1,1,0,-0.05,guerv001,Vladimir Guerrero,Nephew
Gabriel Guerrero,guerg001,1993-12-11,Nizao,Peravia,D.R.,R,R,75,215,,1,0.5,14,18,3,1,1,0,-0.05,guerw001,Wilton Guerrero,Nephew
Garin Cecchini,ceccg001,1991-04-20,Sulphur,LA,USA,L,R,75,220,,2,0.725,13,35,8,1,4,3,0.23,ceccg002,Gavin Cecchini,Brother
Garrett Jones,joneg102,1981-06-21,Harvey,IL,USA,L,L,77,235,,8,0.757,911,2924,734,122,400,265,3.58,jones101,,Brother
Garrett Mitchell,mitcg101,1998-09-04,Orange,CA,USA,L,R,75,215,,4,0.766,141,390,99,13,40,45,3.6,mitcr103,,Brother
Garry Maddox,maddg002,1949-09-01,Cincinnati,OH,USA,R,R,75,175,,15,0.767,1749,6331,1802,117,754,323,40.34,maddm002,,Brother
Garth Iorg,iorgg001,1954-10-12,Arcata,CA,USA,R,R,71,170,,9,0.639,931,2450,633,20,238,114,3.44,iorgd001,Dane Iorg,Brother
Gary Green,greeg001,1962-01-14,Pittsburgh,PA,USA,R,R,75,175,,5,0.53,106,180,40,0,11,9,0.12,greef101,,Son
Gary Kolb,kolbg101,1940-03-13,Rock Falls,IL,USA,L,R,72,194,,2,0.518,103,156,29,2,9,13,-0.08,kolbd001,,Cousin
Gary Matthews,mattg001,1950-07-05,San Fernando,CA,USA,R,R,74,185,,16,0.817,2033,7147,2011,234,978,940,29.56,mattg002,,Father
Gary Moore,moorg103,1945-02-24,Tulsa,OK,USA,R,L,70,175,,1,0.626,7,16,3,0,0,0,-0.13,moorg104,,Father
Gary Rajsich,rajsg001,1954-10-28,Youngstown,OH,USA,L,L,74,210,,4,0.673,149,296,70,3,27,39,-0.67,rajsd101,,Brother
Gary Roenicke,roeng001,1954-12-05,Covina,CA,USA,R,R,75,205,,12,0.785,1064,2708,670,121,410,406,15.41,roenr001,Ron Roenicke,Brother
Gary Roenicke,roeng001,1954-12-05,Covina,CA,USA,R,R,75,205,,12,0.785,1064,2708,670,121,410,406,15.41,roenj001,,Father
Gary Sheffield,shefg001,1968-11-18,Tampa,FL,USA,R,R,71,190,,22,0.996,2576,9217,2689,509,1676,1475,63.87,goodd001,Danny Goodwin,Nephew
Gary Sutherland,suthg101,1944-09-27,Glendale,CA,USA,R,R,72,185,,11,0.64,925,2870,697,23,220,190,-3.94,suthd102,,Brother
Gary Varsho,varsg001,1961-06-20,Marshfield,WI,USA,L,R,71,190,,8,0.649,571,837,204,10,84,55,-0.51,varsd001,Daulton Varsho,Father
Gary Ward,wardg001,1953-12-06,Los Angeles,CA,USA,R,R,74,195,,12,0.802,1287,4479,1236,130,597,351,17.69,wardd002,Daryle Ward,Father
Gavin Cecchini,ceccg002,1993-12-22,Lake Charles,LA,USA,R,R,74,200,,2,0.571,36,83,18,1,9,4,-0.47,ceccg001,Garin Cecchini,Brother
Gavin Sheets,sheeg001,1996-04-23,Lutherville,MD,USA,L,L,77,230,,5,0.698,580,1791,423,65,246,158,-2.06,sheel001,Larry Sheets,Son
Gene Roof,roofg101,1958-01-13,Paducah,KY,USA,B,R,74,180,,3,0.735,48,90,24,0,6,14,0.28,roofp101,Phil Roof,Brother
Gene Roof,roofg101,1958-01-13,Paducah,KY,USA,B,R,74,180,,3,0.735,48,90,24,0,6,14,0.28,haase101,Eric Haase,Cousin
Gene Schall,schag102,1970-06-05,Abington,PA,USA,R,R,75,190,,2,0.718,52,131,33,2,15,18,-0.18,schaa103,,Brother
Gene Stone,stong102,1944-01-16,Burbank,CA,USA,L,L,71,190,,1,0.598,18,28,6,0,0,4,-0.18,upshc101,,Cousin
George Bell,bellg001,1959-10-21,San Pedro de Macoris,San Pedro de Macorís,D.R.,R,R,73,190,,12,0.785,1587,6123,1702,265,1002,331,20.01,bellj003,Jay Bell,Brother
George Brett,bretg001,1953-05-15,Glen Dale,WV,USA,L,R,72,185,HOF,21,0.857,2707,10349,3154,317,1596,1096,88.61,bretk101,,Brother
George Wright,wrigg101,1958-12-22,Oklahoma City,OK,USA,B,R,71,180,,5,0.706,627,2160,529,42,208,126,-3.55,wrigh101,,Brother
George Wright,wrigg101,1958-12-22,Oklahoma City,OK,USA,B,R,71,180,,5,0.706,627,2160,529,42,208,126,-3.55,wrigs101,,Brother
Gerald Laird,lairg001,1979-11-13,Westminster,CA,USA,R,R,73,230,,13,0.658,799,2452,597,38,238,193,6.52,lairb001,Brandon Laird,Brother
Gerald Perry,perrg001,1960-10-30,Savannah,GA,USA,L,R,71,180,,13,0.708,1193,3144,832,59,396,328,-0.15,dried001,Dan Driessen,Nephew
Gerald Williams,willg103,1966-08-10,New Orleans,LA,USA,R,R,74,190,,14,0.815,1168,3059,780,85,365,180,5.55,willh103,,Brother
Geronimo Pena,penag001,1967-03-29,Los Alcarrizos,Distrito Nacional,D.R.,B,R,73,170,,7,0.772,378,1010,265,30,124,112,6.34,penaj004,Jeremy Peña,Father
Glenn Beckert,beckg001,1940-10-12,Pittsburgh,PA,USA,R,R,73,190,,8,0.676,867,3341,971,13,231,176,11.82,flets001,Scott Fletcher,Son-in-Law
Glenn Hoffman,hoffg001,1958-07-07,Orange,CA,USA,R,R,73,175,,9,0.668,766,2163,524,23,210,136,0.24,hofft001,,Brother
Gleyber Torres,torrg101,1996-12-13,Caracas,Distrito Capital,Venezuela,R,R,73,205,,8,0.771,1033,3813,1006,154,515,418,18.89,torrr102,Rusty Torres,Son
Grae Kessinger,kessg001,1997-08-25,Oxford,MS,USA,R,R,73,204,,2,0.456,49,61,8,1,1,8,-0.31,kessd101,Don Kessinger,Grandson
Grae Kessinger,kessg001,1997-08-25,Oxford,MS,USA,R,R,73,204,,2,0.456,49,61,8,1,1,8,-0.31,kessk001,Keith Kessinger,Nephew
Graig Nettles,nettg001,1944-08-20,San Diego,CA,USA,L,R,72,180,,21,0.75,2697,8983,2224,390,1314,1088,67.93,nettj101,Jim Nettles,Brother
Grant McCray,mccrg001,2000-12-07,Billings,MT,USA,L,R,73,190,,2,0.575,59,146,27,5,12,8,-0.46,mccrr001,Rodney McCray,Son
Greg Litton,littg801,1964-07-13,New Orleans,LA,USA,R,R,72,175,,6,0.648,374,809,195,13,97,58,1.01,littb001,Bryan Little,Brother
Greg Mahlberg,mahlg001,1952-08-08,Milwaukee,WI,USA,R,R,70,180,,2,0.478,8,18,2,1,1,2,-0.24,mahlt001,,Brother
Greg Smith,smitg101,1967-04-05,Baltimore,MD,USA,B,R,71,170,,3,0.538,27,52,11,0,7,2,-0.72,smitq101,,Brother
Greg Vaughn,vaugg001,1965-07-03,Sacramento,CA,USA,R,R,72,195,,15,0.878,1731,6103,1475,355,1072,865,33.94,vaugm001,Mo Vaughn,Cousin
Greg Vaughn,vaugg001,1965-07-03,Sacramento,CA,USA,R,R,72,195,,15,0.878,1731,6103,1475,355,1072,865,33.94,roysj001,Jerry Royster,Cousin
Greg Walker,walkg001,1959-10-06,Douglas,GA,USA,L,R,75,205,,9,0.781,855,2864,746,113,444,268,5.37,spilh001,Harry Spilman,Cousin
Gregg Jefferies,jeffg101,1967-08-01,Burlingame,CA,USA,B,R,71,175,,14,0.846,1465,5520,1593,126,663,472,20.99,jeffh101,,Brother
Gregg Zaun,zaung001,1971-04-14,Glendale,CA,USA,B,R,70,170,,16,0.855,1232,3489,878,88,446,479,14.56,dempr001,Rick Dempsey,Nephew
Griffin Conine,conig001,1997-07-11,Plantation,FL,USA,L,R,73,210,,2,0.755,54,161,42,5,20,13,0.87,conij001,Jeff Conine,Son
Guillermo Garcia,garcg002,1972-04-04,Santiago,Santiago,D.R.,R,R,75,215,,2,0.639,16,40,8,2,4,2,0.11,garcd801,Danny Garcia,Grandson
Gustavo Molina,molig101,1982-02-24,La Guaira,Vargas,Venezuela,R,R,73,245,,4,0.575,26,47,6,0,1,2,-1.08,molit101,,Brother
Hal Breeden,breeh101,1944-06-28,Albany,GA,USA,R,L,74,200,,5,0.734,273,608,148,21,76,69,1.63,breed101,Danny Breeden,Brother
Hal Lanier,lanih101,1942-07-04,Denton,NC,USA,R,R,74,180,,6,0.51,639,1814,402,3,127,78,-2.25,lanim101,,Son
Hal McRae,mcrah001,1945-07-10,Avon Park,FL,USA,R,R,71,180,,19,0.806,2084,7218,2091,191,1097,648,27.88,mcrab001,Brian McRae,Father
Hank Aaron,aaroh101,1934-02-05,Mobile,AL,USA,R,R,72,180,HOF,9,0.906,1179,4081,1153,274,756,600,38.14,aarot101,Tommie Aaron,Brother
Hank Allen,alleh104,1940-07-23,Wampum,PA,USA,R,R,72,190,,5,0.685,264,558,132,2,34,33,-2.61,alled101,Dick Allen,Brother
Hank Allen,alleh104,1940-07-23,Wampum,PA,USA,R,R,72,190,,5,0.685,264,558,132,2,34,33,-2.61,aller101,Ron Allen,Brother
