name,id1,birth_date,birth_city,birth_state,birth_country,bats,throws,height_in,weight_lbs,hall_of_fame,seasons_played,career_ops,career_g,career_ab,career_h,career_hr,career_rbi,career_bb,career_war,tie_lahman_id,tie_name,relation
Mike Gallego,gallm001,1960-10-31,Whittier,CA,USA,R,R,68,160,,13,0.648,1111,2931,700,42,282,326,17.02,barna001,Austin Barnes,Uncle
Mike Glavine,glavm001,1973-01-24,Concord,MA,USA,L,L,75,210,,1,0.286,6,7,1,0,0,0,-0.09,glavt001,,Brother
Mike Greenwell,greem001,1963-07-18,Louisville,KY,USA,L,R,72,170,,12,0.831,1269,4623,1400,130,726,460,25.79,terdj001,Joey Terdoslavich,Uncle
Mike Hegan,hegam101,1942-07-21,Cleveland,OH,USA,L,L,73,188,,9,0.939,879,1918,480,52,224,283,9.49,hegaj101,,Son
Mike Macha,machm001,1954-02-17,Victoria,TX,USA,R,R,71,180,,2,0.232,11,21,2,0,1,1,-0.42,alony001,Yonder Alonso,Brother-in-Law
Mike Moustakas,mousm001,1988-09-11,Los Angeles,CA,USA,L,R,72,225,,13,0.877,1427,5060,1252,215,683,399,14.79,robst101,Tom Robson,Nephew
Mike Stenhouse,stenm001,1958-05-29,Pueblo,CO,USA,L,R,73,195,,5,0.598,207,416,79,9,40,71,-1.43,stend101,Dernell Stenson,Son
Mike Yastrzemski,yastm001,1990-08-23,Andover,MA,USA,L,L,70,178,,7,0.91,841,2751,654,123,364,329,19.65,yastc101,Carl Yastrzemski,Grandson
Mike Young,younm005,1960-03-20,Oakland,CA,USA,B,R,74,195,,8,0.772,635,1840,454,72,235,237,6.28,snydb001,Brad Snyder,Cousin
Mike Young,younm005,1960-03-20,Oakland,CA,USA,B,R,74,195,,8,0.772,635,1840,454,72,235,237,6.28,snydb003,Brandon Snyder,Cousin
Mo Vaughn,vaugm001,1967-12-15,Norwalk,CT,USA,L,R,73,225,,12,0.906,1512,5532,1620,328,1064,725,27.09,vaugg001,Greg Vaughn,Cousin
Moises Alou,aloum101,1966-07-03,Atlanta,GA,USA,R,R,75,185,,17,0.886,1942,7037,2134,332,1287,737,39.68,sosaj101,Juan Sosa,Cousin
Moises Alou,aloum101,1966-07-03,Atlanta,GA,USA,R,R,75,185,,17,0.886,1942,7037,2134,332,1287,737,39.68,aloum001,Matty Alou,Uncle
Moises Alou,aloum101,1966-07-03,Atlanta,GA,USA,R,R,75,185,,17,0.886,1942,7037,2134,332,1287,737,39.68,rojam001,Miguel Rojas,Uncle
Moises Alou,aloum101,1966-07-03,Atlanta,GA,USA,R,R,75,185,,17,0.886,1942,7037,2134,332,1287,737,39.68,alouf101,Felipe Alou,Brother
Moises Alou,aloum101,1966-07-03,Atlanta,GA,USA,R,R,75,185,,17,0.886,1942,7037,2134,332,1287,737,39.68,alouj101,Jesus Alou,Brother
Mookie Betts,bettm001,1992-10-07,Brentwood,TN,USA,R,R,69,180,,12,0.881,1531,6083,1767,291,913,736,75.07,shumt001,Terry Shumpert,Nephew
Mookie Wilson,wilsm001,1956-02-09,Bamberg,SC,USA,B,R,70,170,,12,0.758,1403,5094,1397,67,438,282,23.29,wilsp002,Preston Wilson,Uncle and Stepfather
Myron White,whitm103,1957-08-01,Long Beach,CA,USA,L,L,71,180,,1,1.0,7,4,2,0,1,0,-0.04,whitj104,Josh Whitesell,Son
Nathaniel Lowe,lowen001,1995-07-07,Norfolk,VA,USA,L,R,76,220,,7,0.908,839,3018,796,107,413,376,12.5,lowej002,John Lowenstein,Brother
Neil Walker,walkn001,1985-09-10,Pittsburgh,PA,USA,B,R,74,214,,12,0.834,1306,4583,1224,149,609,460,21.81,kelld001,Don Kelly,Brother-in-Law
Neil Walker,walkn001,1985-09-10,Pittsburgh,PA,USA,B,R,74,214,,12,0.834,1306,4583,1224,149,609,460,21.81,langc101,,Nephew
Neil Walker,walkn001,1985-09-10,Pittsburgh,PA,USA,B,R,74,214,,12,0.834,1306,4583,1224,149,609,460,21.81,walkt103,Tony Walker,Son
Nelson Cruz,cruzn001,1980-07-01,Monte Cristi,Monte Cristi,D.R.,R,R,74,230,,19,0.911,2055,7501,2053,464,1325,738,44.5,romaj001,Jason Romano,Cousin
Nick Allen,allen002,1998-10-08,San Diego,CA,USA,R,R,68,166,,4,0.536,382,1070,228,9,65,72,2.2,boonb002,Bret Boone,Son-in-Law
Nick Gordon,gordn001,1995-10-24,Avon Park,FL,USA,L,R,72,160,,4,0.669,340,956,233,23,112,43,-0.47,gordd002,Dave Van Gorder,Brother
Nick Gordon,gordn001,1995-10-24,Avon Park,FL,USA,L,R,72,160,,4,0.669,340,956,233,23,112,43,-0.47,gordt001,,Son
Nick Johnson,johnn001,1978-09-19,Sacramento,CA,USA,L,L,75,235,,10,0.989,832,2698,723,95,398,522,16.02,bowal001,Larry Bowa,Nephew
Nick Maton,maton001,1997-02-18,Chatham,IL,USA,L,R,74,178,,5,0.653,210,497,100,17,67,67,-0.74,matop002,Pascual Matos,Brother
Nick Swisher,swisn001,1980-11-25,Columbus,OH,USA,B,L,72,195,,12,0.824,1527,5369,1338,245,803,817,20.2,swiss101,Steve Swisher,Son
Nolan Arenado,arenn001,1991-04-16,Newport Beach,CA,USA,R,R,74,215,,13,0.846,1787,6807,1921,353,1184,577,58.0,fuenj001,Joshua Fuentes,Cousin
Nolan Fontana,fontn001,1991-06-06,Winter Garden,FL,USA,L,R,71,195,,2,0.43,20,31,2,2,2,4,0.01,burdl101,,Grandson
Nyls Nyman,nyman101,1954-03-07,Detroit,MI,USA,L,R,72,170,,4,0.568,120,357,85,2,33,11,-1.44,nymac101,Chris Nyman,Brother
Ollie Brown,browo101,1944-02-11,Tuscaloosa,AL,USA,R,R,74,178,,10,0.891,980,2872,771,82,368,256,11.21,browo102,Oscar Brown,Brother
Omar Narvaez,narvo001,1992-02-10,Maracay,Aragua,Venezuela,L,R,71,220,,10,0.708,681,2023,509,53,206,242,5.91,narvc002,Carlos Narváez,Cousin
Onix Concepcion,conco001,1957-10-05,Dorado,,P.R.,R,R,66,160,,7,0.572,390,1041,249,3,80,47,0.0,lindj002,Jack Lind,Cousin
Orlando Arcia,arcio002,1994-08-04,Anaco,Anzoátegui,Venezuela,R,R,72,187,,10,0.695,1014,3254,778,90,347,241,2.4,arcio001,Oswaldo Arcia,Brother
Orlando Cabrera,cabro001,1974-11-02,Cartagena,Bolívar,Colombia,R,R,70,195,,15,0.86,1985,7562,2055,123,854,514,21.14,cabrj002,Jolbert Cabrera,Brother
Orlando Palmeiro,palmo001,1969-01-19,Hoboken,NJ,USA,L,L,71,155,,13,0.701,1206,2335,640,12,226,265,2.56,palmr001,Rafael Palmeiro,Cousin
Oscar Brown,browo102,1946-02-08,Long Beach,CA,USA,R,R,72,175,,5,0.622,160,316,77,4,28,17,-2.05,browo101,Ollie Brown,Brother
Oscar Hernandez,herno001,1993-07-09,Punto Fijo,Falcón,Venezuela,R,R,73,230,,3,0.543,26,46,9,1,2,3,-0.31,hernl003,Larry Herndon,Half Brother
Osleivis Basabe,basao001,2000-09-13,Bobures,Sucre,Venezuela,R,R,71,188,,1,0.587,31,87,19,1,12,6,0.35,basal001,Luis Alexander Basabe,Cousin
Oswaldo Arcia,arcio001,1991-05-09,Anaco,Anzoátegui,Venezuela,L,R,72,230,,4,0.973,288,983,231,44,131,76,-5.23,arcio002,Orlando Arcia,Brother
Otis Nixon,nixoo001,1959-01-09,Evergreen,NC,USA,B,R,74,180,,17,0.733,1709,5115,1379,11,318,585,18.0,nixod001,Donell Nixon,Brother
Ozzie Canseco,canso001,1964-07-02,Havana,La Habana,Cuba,R,R,74,220,,3,0.589,24,65,13,0,4,9,-0.64,cansj001,Jose Canseco,Brother
Ozzie Virgil,virgo001,1932-05-17,Monte Cristi,Monte Cristi,D.R.,R,R,73,174,,1,0.0,1,1,0,0,0,0,-0.03,virgo101,,Son
Pablo Martinez,martp001,1969-06-29,Sabana Grande de Boya,Monte Plata,D.R.,B,R,70,155,,1,1.0,4,2,1,0,0,0,-0.04,martr002,Ramon Martinez,Brother
Parker Meadows,meadp001,1999-11-02,Atlanta,GA,USA,L,R,77,205,,3,0.694,177,586,136,16,57,63,3.38,meada001,Austin Meadows,Brother
Pascual Matos,matop002,1974-12-23,Barahona,Barahona,D.R.,R,R,74,180,,1,0.25,6,8,1,0,2,0,-0.15,maton001,Nick Maton,Brother
Pat Bourque,bourp001,1947-03-23,Worcester,MA,USA,L,L,72,210,,4,1.28,201,405,87,12,61,58,1.59,bourc101,Chris Bourjos,Son
Pat Bourque,bourp001,1947-03-23,Worcester,MA,USA,L,L,72,210,,4,1.28,201,405,87,12,61,58,1.59,conwo101,,Great Nephew
Pat Kelly,kellp102,1944-07-30,Philadelphia,PA,USA,L,L,73,185,,14,0.731,1377,4337,1147,76,418,588,11.74,kellc001,Carson Kelly,Father
Pat Valaika,valap001,1992-09-09,Valencia,CA,USA,R,R,72,200,,6,0.642,374,802,177,30,92,47,-2.73,valac001,Chris Valaika,Brother
Paul Runge,rungp001,1958-05-21,Kingston,NY,USA,R,R,72,165,,8,0.644,183,345,80,4,26,54,0.21,ausaj001,,Half Brother
Pedro Alvarez,alvap001,1987-02-06,Santo Domingo,Distrito Nacional,D.R.,L,R,75,250,,9,0.757,910,2980,704,162,472,314,4.94,murpp801,,Son-in-Law
Pepe Mangual,mangp101,1952-05-23,Ponce,,P.R.,R,R,70,157,,6,0.886,319,972,235,16,83,147,3.1,laboc101,Coco Laboy,Cousin
Pepe Mangual,mangp101,1952-05-23,Ponce,,P.R.,R,R,70,157,,6,0.886,319,972,235,16,83,147,3.1,manga101,Angel Mangual,Brother
Pete Rose,rosep001,1941-04-14,Cincinnati,OH,USA,B,R,71,192,,19,0.818,2803,11005,3357,111,1012,1313,62.44,rosep002,,Father
Pete Stanicek,stanp001,1963-04-18,Harvey,IL,USA,B,R,71,175,,2,0.626,113,374,91,4,26,36,-0.18,stans001,Steve Stanicek,Brother
Phil Clark,clarp001,1968-05-06,Crockett,TX,USA,R,R,72,180,,5,0.743,264,543,150,17,65,27,0.69,clarj002,Jim Clark,Brother
Phil Gagliano,gaglp101,1941-12-27,Memphis,TN,USA,R,R,73,180,,7,0.657,367,555,130,1,60,76,0.25,gaglr101,,Brother
Phil Nevin,nevip001,1971-01-19,Fullerton,CA,USA,R,R,74,180,,12,1.021,1217,4188,1131,208,743,449,13.22,nevit001,Tyler Nevin,Father
Phil Roof,roofp101,1941-03-05,Paducah,KY,USA,R,R,74,190,,10,0.705,562,1379,307,30,139,119,3.84,haase101,Eric Haase,Cousin
Phil Roof,roofp101,1941-03-05,Paducah,KY,USA,R,R,74,190,,10,0.705,562,1379,307,30,139,119,3.84,roofg101,Gene Roof,Brother
Prentice Redman,redmp001,1979-08-23,Tuscaloosa,AL,USA,R,R,75,185,,1,0.484,15,24,3,1,2,1,-0.45,redmt001,Tike Redman,Brother
Preston Tucker,tuckp001,1990-07-06,Tampa,FL,USA,L,L,72,210,,3,0.982,243,600,133,23,68,41,-1.52,tuckk001,Kyle Tucker,Brother
Preston Wilson,wilsp002,1974-07-19,Bamberg,SC,USA,R,R,74,193,,10,1.003,1108,4003,1055,189,668,350,4.5,wilsm001,Mookie Wilson,Nephew and Stepson
Prince Fielder,fielp001,1984-05-09,Ontario,CA,USA,L,R,71,275,,12,0.887,1611,5821,1645,319,1028,847,23.57,fielc001,Cecil Fielder,Son
Quinn Mack,mackq001,1965-09-11,Los Angeles,CA,USA,L,L,70,185,,1,0.654,5,21,5,0,2,1,-0.15,macks001,Steve Macko,Brother
Rafael Belliard,bellr002,1961-10-24,Pueblo Nuevo,Valverde,D.R.,R,R,66,160,,17,0.53,1155,2301,508,2,142,136,-0.1,bellr001,Rob Belloir,Cousin
Rafael Devers,dever001,1996-10-24,Sanchez,Samaná,D.R.,L,R,72,240,,9,0.977,1143,4409,1215,235,747,470,31.31,devej001,Jose Devers,Cousin
Rafael Flores,florr002,2000-11-07,Anaheim,CA,USA,R,R,76,232,,1,0.627,7,15,3,0,0,2,-0.13,florr001,Ramon Flores,Brother
Rafael Palmeiro,palmr001,1964-09-24,Havana,La Habana,Cuba,L,L,72,180,,20,0.885,2831,10472,3020,569,1835,1353,71.87,palmo001,Orlando Palmeiro,Cousin
Ramon Aviles,avilr101,1952-01-22,Manati,,P.R.,R,R,69,155,,4,0.688,117,190,51,2,24,21,-0.13,avilm001,Mike Aviles,Uncle
Ramon Cabrera,cabrr001,1989-11-05,Caracas,Distrito Capital,Venezuela,B,R,68,195,,2,0.67,74,201,53,4,26,8,0.62,cabra001,Alex Cabrera,Son
Ramon Flores,florr001,1992-03-26,Barinas,Barinas,Venezuela,L,L,70,190,,3,0.538,119,289,59,2,20,31,-1.58,florr002,Rafael Flores,Brother
Ramon Martinez,martr002,1972-10-10,Philadelphia,PA,USA,R,R,73,170,,12,0.725,798,1952,512,29,242,170,-1.65,martp001,Pablo Martinez,Brother
Ramon Urias,uriar001,1994-06-03,Magdalena de Kino,Sonora,México,R,R,72,190,,6,0.86,541,1674,431,50,215,137,13.34,urial001,Luis Urias,Brother
Randy Brown,browr001,1943-08-29,Leesburg,FL,USA,L,R,67,170,,2,0.458,18,29,4,0,0,6,0.03,burke001,Ellis Burks,Cousin
Randy Hundley,hundr101,1942-06-01,Martinsville,VA,USA,R,R,71,170,,10,0.617,752,2361,544,49,258,192,5.75,hundt001,Todd Hundley,Father
Randy Johnson,johnr102,1958-08-15,Miami,FL,USA,L,L,74,195,,2,0.723,101,254,62,10,36,32,-0.16,johnb102,Brian Johnson,Brother
Randy Milligan,millr113,1961-11-27,San Diego,CA,USA,R,R,74,200,,8,0.953,703,2118,553,70,284,447,15.6,millj109,John Miller,Brother
Raul Mondesi,mondr003,1971-03-12,San Cristobal,San Cristóbal,D.R.,R,R,71,202,,13,0.979,1525,5814,1589,271,860,475,32.58,mondr002,Rick Monday,Son
Ray Holbert,holbr001,1970-09-25,Torrance,CA,USA,R,R,72,170,,5,0.585,115,202,45,2,11,18,-1.33,holba001,Aaron Holbert,Brother
Ray Lankford,lankr001,1967-06-05,Los Angeles,CA,USA,L,L,71,180,,14,0.899,1701,5747,1561,238,874,828,39.26,nichc001,Carl Nichols,Nephew
Ray Montgomery,montr101,1969-08-08,Bronxville,NY,USA,R,R,75,195,,3,0.638,47,87,21,1,8,6,0.05,monta103,Al Montreuil,Father
Reggie Sanders,sandr001,1949-09-09,Birmingham,AL,USA,R,R,74,205,,1,0.742,26,99,27,3,10,5,0.26,sandj001,Jared Sandberg,Uncle
Reggie Williams,willr801,1960-08-29,Memphis,TN,USA,R,R,71,185,,4,0.662,200,379,98,5,39,28,-0.76,willd104,Dallas Williams,Son
Rene Lachemann,lachr101,1945-05-04,Los Angeles,CA,USA,R,R,72,198,,1,0.344,19,60,9,0,4,1,-0.67,lachb801,,Brother
Rene Lachemann,lachr101,1945-05-04,Los Angeles,CA,USA,R,R,72,198,,1,0.344,19,60,9,0,4,1,-0.67,lachm101,,Brother
Rey Palacios,palar001,1962-11-08,Brooklyn,NY,USA,R,R,70,190,,3,0.56,101,114,22,3,17,7,-0.39,palaj001,Josh Palacios,Uncle
Rey Palacios,palar001,1962-11-08,Brooklyn,NY,USA,R,R,70,190,,3,0.56,101,114,22,3,17,7,-0.39,palar002,Richie Palacios,Uncle
Rey Quinones,quinr002,1963-11-11,Rio Piedras,,P.R.,R,R,71,160,,4,0.796,451,1533,373,29,159,89,-4.8,quint001,Tom Quinlan,Brother
Rich Amaral,amarr101,1962-04-01,Visalia,CA,USA,R,R,72,175,,10,0.695,727,1788,493,11,159,176,5.09,amarr002,Ruben Amaro,Father
Rich Butler,butlr002,1973-05-01,Toronto,ON,CAN,L,R,73,180,,3,0.63,86,251,56,7,22,19,-0.24,butlr001,Rob Butler,Brother
Rich Chiles,chilr101,1949-11-22,Sacramento,CA,USA,L,L,71,170,,6,0.659,284,618,157,6,76,50,0.19,kellg101,,Cousin
Rich Chiles,chilr101,1949-11-22,Sacramento,CA,USA,L,L,71,170,,6,0.659,284,618,157,6,76,50,0.19,kellr102,Roberto Kelly,Cousin
Rich Hacker,hackr101,1947-10-06,Belleville,IL,USA,B,R,72,160,,1,0.346,16,33,4,0,2,3,-0.01,hackw102,,Nephew
Rich Murray,murrr101,1957-07-06,Los Angeles,CA,USA,R,R,76,195,,2,0.589,57,204,44,4,25,11,-0.93,murre001,Eddie Murray,Brother
Richie Palacios,palar002,1997-05-16,Brooklyn,NY,USA,L,R,70,180,,4,0.69,195,511,123,12,50,65,2.16,palaj001,Josh Palacios,Brother
Richie Palacios,palar002,1997-05-16,Brooklyn,NY,USA,L,R,70,180,,4,0.69,195,511,123,12,50,65,2.16,palar001,Rey Palacios,Nephew
Rick Dempsey,dempr001,1949-09-13,Fayetteville,TN,USA,R,R,72,190,,24,0.682,1766,4692,1093,96,471,592,25.85,zaung001,Gregg Zaun,Uncle
Rick Miller,millr102,1948-04-19,Grand Rapids,MI,USA,L,L,72,175,,15,0.696,1482,3887,1046,28,369,454,15.5,millb110,Bruce Miller,Brother
Rick Monday,mondr002,1945-11-20,Batesville,AR,USA,L,L,75,193,,17,0.811,1845,5689,1513,227,715,876,30.76,mondr003,Raul Mondesi,Father
Rick Peters,peter801,1955-11-21,Lynwood,CA,USA,B,R,69,170,,5,0.698,307,919,255,2,80,107,3.14,peteh101,,Son
Rickie Weeks,weekr001,1982-09-13,Altamonte Springs,FL,USA,R,R,72,210,,14,0.764,1324,4417,1087,161,474,533,11.57,weekj001,Jemile Weeks,Brother
Rico Carty,cartr101,1939-09-01,San Pedro de Macoris,San Pedro de Macorís,D.R.,R,R,75,200,,10,1.114,1148,3913,1160,142,627,473,20.51,santj001,,Uncle
Rob Andrews,andrr101,1952-12-11,Santa Monica,CA,USA,R,R,72,185,,5,0.616,493,1454,365,3,91,148,0.93,andrm101,Mike Andrews,Brother
Rob Belloir,bellr001,1948-07-13,Heidelberg,Baden-Württemberg,West Germany,R,R,70,155,,4,0.526,81,167,36,0,13,12,-1.93,bellr002,Rafael Belliard,Cousin
Rob Butler,butlr001,1970-04-10,East York,ON,CAN,L,L,71,185,,4,0.63,109,218,53,0,21,19,-0.18,butlr002,Rich Butler,Brother
Rob Ducey,ducer101,1965-05-24,Toronto,ON,CAN,L,R,74,175,,13,0.936,703,1279,309,31,146,166,1.46,ducye101,,Brother
Rob Ellis,ellir001,1950-07-03,Grand Rapids,MI,USA,R,R,71,180,,3,0.55,64,166,38,0,10,16,-1.09,ellid003,Drew Ellis,Father
Rob Ryan,ryanr002,1973-06-24,Havre,MT,USA,L,L,71,190,,3,0.691,55,64,15,2,7,5,-0.32,ryanr003,,Brother
Robbie Wine,winer001,1962-07-13,Norristown,PA,USA,R,R,74,190,,2,0.381,23,41,6,0,0,2,-0.62,wineb101,Bobby Wine,Son
Robby Thompson,thomr101,1962-05-10,West Palm Beach,FL,USA,R,R,71,165,,11,0.733,1304,4612,1187,119,458,439,33.85,thomb101,Bobby Thompson,Brother
Robel Garcia,garcr901,1993-03-28,Las Matas de Farfan,San Juan,D.R.,B,R,72,195,,2,0.566,78,178,31,6,19,15,-0.98,carav901,Victor Caratini,Father-in-Law
Roberto Alomar,alomr001,1968-02-05,Ponce,,P.R.,B,R,72,184,HOF,17,0.864,2379,9073,2724,210,1134,1032,66.16,aloms001,Sandy Alomar,Brother
Roberto Alomar,alomr001,1968-02-05,Ponce,,P.R.,B,R,72,184,HOF,17,0.864,2379,9073,2724,210,1134,1032,66.16,aloms101,,Son
Roberto Clemente,clemr001,1934-08-18,Carolina,,P.R.,R,R,71,175,HOF,5,0.893,612,2321,762,74,354,200,33.17,clemk001,Kody Clemens,Father
Roberto Kelly,kellr102,1964-10-01,Panama City,Panamá,Panama,R,R,74,180,,14,0.972,1337,4797,1390,124,585,317,22.57,chilr101,Rich Chiles,Cousin
Roberto Kelly,kellr102,1964-10-01,Panama City,Panamá,Panama,R,R,74,180,,14,0.972,1337,4797,1390,124,585,317,22.57,kellg101,,Brother
Roberto Kelly,kellr102,1964-10-01,Panama City,Panamá,Panama,R,R,74,180,,14,0.972,1337,4797,1390,124,585,317,22.57,langb102,,Nephew
Roberto Peña,penar001,1937-04-17,Santo Domingo,Distrito Nacional,D.R.,R,R,68,170,,4,0.76,530,1720,427,11,141,98,-1.04,penaf001,Francisco Peña,Uncle
Roberto Peña,penar001,1937-04-17,Santo Domingo,Distrito Nacional,D.R.,R,R,68,170,,4,0.76,530,1720,427,11,141,98,-1.04,penat002,,Uncle
Roberto Peña,penar001,1937-04-17,Santo Domingo,Distrito Nacional,D.R.,R,R,68,170,,4,0.76,530,1720,427,11,141,98,-1.04,penat001,Tony Peña,Brother
Robin Yount,younr001,1955-09-16,Danville,IL,USA,R,R,72,165,HOF,20,0.772,2856,11008,3142,251,1406,966,77.36,younl101,,Brother
Robinson Cano,canor001,1982-10-22,San Pedro de Macoris,San Pedro de Macorís,D.R.,L,R,72,228,,17,0.847,2267,8773,2639,335,1306,620,65.74,canoj001,,Son
Rod Booker,bookr001,1958-09-04,Los Angeles,CA,USA,L,R,72,175,,5,0.621,173,274,68,0,28,27,-0.8,robij103,,Related To
Rod Correia,corrr101,1967-09-13,Providence,RI,USA,R,R,71,185,,3,0.623,84,166,43,0,12,6,-0.45,corrj101,,Father
Rodney McCray,mccrr001,1963-09-13,Detroit,MI,USA,R,R,70,175,,3,0.481,67,14,3,0,1,1,-0.03,mccrg001,Grant McCray,Father
Roger Cedeno,ceder001,1974-08-16,Valencia,Carabobo,Venezuela,B,R,73,165,,11,0.71,1100,3174,865,40,274,319,1.69,solay001,Yangervis Solarte,Uncle
Roger Kieschnick,kiesr001,1987-01-21,Dallas,TX,USA,L,R,75,225,,2,0.513,63,125,25,1,7,11,-0.75,kiesb001,Brooks Kieschnick,Nephew
Roger Maris,marir102,1934-09-10,Hibbing,MN,USA,L,R,72,197,,1,0.681,100,310,79,5,45,24,2.3,marim101,,Brother
Ron Allen,aller101,1943-12-23,Wampum,PA,USA,B,R,75,205,,1,0.65,7,11,1,1,1,3,-0.16,alled101,Dick Allen,Brother
Ron Allen,aller101,1943-12-23,Wampum,PA,USA,B,R,75,205,,1,0.65,7,11,1,1,1,3,-0.16,alleh104,Hank Allen,Brother
Ron Clark,clarr101,1943-01-14,Fort Worth,TX,USA,R,R,70,175,,5,0.7,205,469,89,3,31,37,-4.02,clars102,,Brother
Ron Davis,davir001,1941-10-21,Roanoke Rapids,NC,USA,R,R,72,175,,2,0.966,147,360,75,1,21,25,-1.54,davii001,Ike Davis,Father
Ron Davis,davir001,1941-10-21,Roanoke Rapids,NC,USA,R,R,72,175,,2,0.966,147,360,75,1,21,25,-1.54,murfr101,,Nephew
Ron Johnson,johnr002,1956-03-23,Long Beach,CA,USA,R,R,75,215,,3,0.662,22,46,12,0,2,7,-0.37,johnc003,Charles Johnson,Father
Ron LeFlore,leflr101,1948-06-16,Detroit,MI,USA,R,R,72,200,,9,0.734,1099,4458,1283,59,353,363,18.06,stevt001,Todd Steverson,Cousin
Ron Lolich,lolir101,1946-09-19,Portland,OR,USA,R,R,73,185,,3,0.548,87,228,48,4,23,11,-1.23,lolim101,,Cousin
Ron Roenicke,roenr001,1956-08-19,Covina,CA,USA,B,L,72,180,,8,0.893,527,1076,256,17,113,190,3.2,roenj001,,Uncle
Ron Roenicke,roenr001,1956-08-19,Covina,CA,USA,B,L,72,180,,8,0.893,527,1076,256,17,113,190,3.2,roeng001,Gary Roenicke,Brother
Ronald Acuña Jr.,acunr001,1997-12-18,La Guaira,Vargas,Venezuela,R,R,72,205,,8,0.908,816,3156,913,186,459,439,28.67,acunl001,Luisangel Acuña,Brother
Ronald Acuña Jr.,acunr001,1997-12-18,La Guaira,Vargas,Venezuela,R,R,72,205,,8,0.908,816,3156,913,186,459,439,28.67,campv001,,Cousin
Ronald Acuña Jr.,acunr001,1997-12-18,La Guaira,Vargas,Venezuela,R,R,72,205,,8,0.908,816,3156,913,186,459,439,28.67,escoa003,Angel Escobar,Cousin
Ronald Acuña Jr.,acunr001,1997-12-18,La Guaira,Vargas,Venezuela,R,R,72,205,,8,0.908,816,3156,913,186,459,439,28.67,escoe002,Eduardo Escobar,Cousin
Ronald Acuña Jr.,acunr001,1997-12-18,La Guaira,Vargas,Venezuela,R,R,72,205,,8,0.908,816,3156,913,186,459,439,28.67,escoj001,Jose Escobar,Nephew
Ronald Acuña Jr.,acunr001,1997-12-18,La Guaira,Vargas,Venezuela,R,R,72,205,,8,0.908,816,3156,913,186,459,439,28.67,escok001,,Cousin
Rondin Johnson,johnr104,1958-12-16,Bremerton,WA,USA,B,R,70,160,,1,0.581,11,31,8,0,2,0,0.09,johnr105,Roy Johnson,Father
Ronnie Dawson,dawsr101,1995-05-19,Grove City,OH,USA,L,R,74,217,,2,0.347,4,8,1,0,0,1,-0.15,dawsj101,,Brother
Rougned Odor,odorr001,1994-02-03,Maracaibo,Zulia,Venezuela,L,R,71,200,,10,0.71,1154,4044,930,178,568,269,6.38,odorr801,,Nephew
Rougned Odor,odorr001,1994-02-03,Maracaibo,Zulia,Venezuela,L,R,71,200,,10,0.71,1154,4044,930,178,568,269,6.38,zambe001,Eddie Zambrano,Nephew
Roy Foster,fostr105,1945-07-29,Bixby,OK,USA,R,R,72,185,,3,0.774,337,1016,257,45,118,110,1.91,fostw101,,Half Brother
Roy Johnson,johnr105,1959-06-27,Parkin,AR,USA,L,L,76,205,,3,0.524,36,70,12,1,4,8,-0.47,johnr104,Rondin Johnson,Son
Roy Smalley,smalr001,1952-10-25,Los Angeles,CA,USA,B,R,73,185,,13,0.884,1653,5657,1454,163,694,771,34.04,maucg101,,Nephew
Roy Smalley,smalr001,1952-10-25,Los Angeles,CA,USA,B,R,73,185,,13,0.884,1653,5657,1454,163,694,771,34.04,smalr101,,Son
Roy White,whitr001,1943-12-27,Los Angeles,CA,USA,B,R,70,160,,12,0.776,1682,6078,1670,151,717,874,46.84,manuj101,Jerry Manuel,Son-in-Law
Royle Stillman,stilr101,1951-01-02,Santa Monica,CA,USA,L,L,71,180,,3,0.634,89,155,33,3,15,21,-0.3,stilk001,Kurt Stillwell,Father
Ruben Amaro,amarr002,1936-01-06,Nuevo Laredo,Tamaulipas,México,R,R,71,170,,2,0.473,88,68,11,0,1,13,-0.55,amarr101,Rich Amaral,Son
Ruben Gotay,gotar001,1982-12-25,Rio Piedras,,P.R.,B,R,71,175,,4,0.685,316,726,185,12,77,60,-0.45,gotaj101,Julio Gotay,Nephew
Ruben Rivera,river002,1973-11-14,Chorrera,Panamá Oeste,Panama,R,R,72,195,,9,0.701,662,1586,343,64,203,185,5.64,rivem002,Mickey Rivers,Cousin
Russ Mitchell,mitcr001,1985-02-15,Rome,GA,USA,R,R,71,200,,2,0.499,40,93,14,4,7,7,-0.87,willa004,Antone Williamson,Cousin
Rusty Ryal,ryalr001,1983-03-16,Ponca City,OK,USA,R,R,74,200,,2,0.721,134,266,70,6,20,14,0.19,ryalm001,Mark Ryal,Son
Rusty Torres,torrr102,1948-09-30,Aguadilla,,P.R.,B,R,70,175,,9,0.635,654,1314,279,35,126,164,-0.51,torrg101,Gleyber Torres,Father
Ryan Christenson,chrir101,1974-03-28,Redlands,CA,USA,R,R,71,175,,6,0.636,452,998,222,16,102,114,0.14,chril102,,Brother
Ryan Ludwick,ludwr001,1978-07-13,Satellite Beach,FL,USA,R,L,74,215,,12,0.996,1065,3549,923,154,587,339,13.83,ludwe001,,Brother
Ryan Minor,minor001,1974-01-05,Canton,OH,USA,R,R,79,225,,4,0.487,142,317,56,5,27,20,-2.48,minod001,Damon Minor,Brother
Ryan Wheeler,wheer001,1988-07-10,Torrance,CA,USA,L,R,75,230,,3,0.615,109,206,48,3,30,15,-1.12,wheej001,,Brother
